probe_type,probe_label,polymer_b_angstrom,polymer_nu,sequence_separation,distance_angstrom,kernel,analysis_role,midpoint_or_half_distance_angstrom,weight,weight_at_zero,relative_to_zero_weight
polymer_probe,historical_baseline,3.8,0.5,30,20.813457185196313,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,historical_baseline,3.8,0.5,30,20.813457185196313,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,historical_baseline,3.8,0.5,30,20.813457185196313,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,historical_baseline,3.8,0.5,30,20.813457185196313,normalized_sigmoid,positive_tail_sensitivity,2.0,2.166476026145034e-05,1.0,2.166476026145034e-05
polymer_probe,historical_baseline,3.8,0.5,30,20.813457185196313,normalized_sigmoid,primary,3.0,0.0009786704880499725,1.0,0.0009786704880499725
polymer_probe,historical_baseline,3.8,0.5,30,20.813457185196313,normalized_sigmoid,positive_tail_sensitivity,5.0,0.020439031858615266,1.0,0.020439031858615266
polymer_probe,historical_baseline,3.8,0.5,31,21.157504578754082,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,historical_baseline,3.8,0.5,31,21.157504578754082,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,historical_baseline,3.8,0.5,31,21.157504578754082,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,historical_baseline,3.8,0.5,31,21.157504578754082,normalized_sigmoid,positive_tail_sensitivity,2.0,1.793405658258293e-05,1.0,1.793405658258293e-05
polymer_probe,historical_baseline,3.8,0.5,31,21.157504578754082,normalized_sigmoid,primary,3.0,0.0008628676931789355,1.0,0.0008628676931789355
polymer_probe,historical_baseline,3.8,0.5,31,21.157504578754082,normalized_sigmoid,positive_tail_sensitivity,5.0,0.01896501190401078,1.0,0.01896501190401078
polymer_probe,historical_baseline,3.8,0.5,100,38.0,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,historical_baseline,3.8,0.5,100,38.0,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,historical_baseline,3.8,0.5,100,38.0,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,historical_baseline,3.8,0.5,100,38.0,normalized_sigmoid,positive_tail_sensitivity,2.0,1.720783192994915e-09,1.0,1.720783192994915e-09
polymer_probe,historical_baseline,3.8,0.5,100,38.0,normalized_sigmoid,primary,3.0,1.809229705181479e-06,1.0,1.809229705181479e-06
polymer_probe,historical_baseline,3.8,0.5,100,38.0,normalized_sigmoid,positive_tail_sensitivity,5.0,0.000472939676647886,1.0,0.000472939676647886
polymer_probe,existing_ppa,5.5,0.55,0,0.0,historical_sine_pi_cleanup,historical_reference_only,2.0,0.9207354924039483,0.9207354924039483,1.0
polymer_probe,existing_ppa,5.5,0.55,0,0.0,historical_sine_pi_cleanup,historical_reference_only,3.0,0.9987474933020273,0.9987474933020273,1.0
polymer_probe,existing_ppa,5.5,0.55,0,0.0,historical_sine_pi_cleanup,historical_reference_only,5.0,1.0,1.0,1.0
polymer_probe,existing_ppa,5.5,0.55,0,0.0,normalized_sigmoid,positive_tail_sensitivity,2.0,1.0,1.0,1.0
polymer_probe,existing_ppa,5.5,0.55,0,0.0,normalized_sigmoid,primary,3.0,1.0,1.0,1.0
polymer_probe,existing_ppa,5.5,0.55,0,0.0,normalized_sigmoid,positive_tail_sensitivity,5.0,1.0,1.0,1.0
polymer_probe,existing_ppa,5.5,0.55,1,5.5,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,1,5.5,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0255076903222069,0.9987474933020273,0.025539678941144756
polymer_probe,existing_ppa,5.5,0.55,1,5.5,historical_sine_pi_cleanup,historical_reference_only,5.0,0.3762980203727385,1.0,0.3762980203727385
polymer_probe,existing_ppa,5.5,0.55,1,5.5,normalized_sigmoid,positive_tail_sensitivity,2.0,0.09295596644863172,1.0,0.09295596644863172
polymer_probe,existing_ppa,5.5,0.55,1,5.5,normalized_sigmoid,primary,3.0,0.23545620572954162,1.0,0.23545620572954162
polymer_probe,existing_ppa,5.5,0.55,1,5.5,normalized_sigmoid,positive_tail_sensitivity,5.0,0.45994251174710016,1.0,0.45994251174710016
polymer_probe,existing_ppa,5.5,0.55,2,8.052471327700939,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,2,8.052471327700939,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,2,8.052471327700939,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0004963310339364257,1.0,0.0004963310339364257
polymer_probe,existing_ppa,5.5,0.55,2,8.052471327700939,normalized_sigmoid,positive_tail_sensitivity,2.0,0.023705496241679568,1.0,0.023705496241679568
polymer_probe,existing_ppa,5.5,0.55,2,8.052471327700939,normalized_sigmoid,primary,3.0,0.09958197451513955,1.0,0.09958197451513955
polymer_probe,existing_ppa,5.5,0.55,2,8.052471327700939,normalized_sigmoid,positive_tail_sensitivity,5.0,0.2912566171797116,1.0,0.2912566171797116
polymer_probe,existing_ppa,5.5,0.55,3,10.0642028021884,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,3,10.0642028021884,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,3,10.0642028021884,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,3,10.0642028021884,normalized_sigmoid,positive_tail_sensitivity,2.0,0.007913809476811943,1.0,0.007913809476811943
polymer_probe,existing_ppa,5.5,0.55,3,10.0642028021884,normalized_sigmoid,primary,3.0,0.04893908069043915,1.0,0.04893908069043915
polymer_probe,existing_ppa,5.5,0.55,3,10.0642028021884,normalized_sigmoid,positive_tail_sensitivity,5.0,0.19747506581788496,1.0,0.19747506581788496
polymer_probe,existing_ppa,5.5,0.55,4,11.789508087899225,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,4,11.789508087899225,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,4,11.789508087899225,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,4,11.789508087899225,normalized_sigmoid,positive_tail_sensitivity,2.0,0.003075029609105826,1.0,0.003075029609105826
polymer_probe,existing_ppa,5.5,0.55,4,11.789508087899225,normalized_sigmoid,primary,3.0,0.026318956887253973,1.0,0.026318956887253973
polymer_probe,existing_ppa,5.5,0.55,4,11.789508087899225,normalized_sigmoid,positive_tail_sensitivity,5.0,0.13951508701927345,1.0,0.13951508701927345
polymer_probe,existing_ppa,5.5,0.55,5,13.328957766534597,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,5,13.328957766534597,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,5,13.328957766534597,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,5,13.328957766534597,normalized_sigmoid,positive_tail_sensitivity,2.0,0.0013212301407583068,1.0,0.0013212301407583068
polymer_probe,existing_ppa,5.5,0.55,5,13.328957766534597,normalized_sigmoid,primary,3.0,0.015062732650188974,1.0,0.015062732650188974
polymer_probe,existing_ppa,5.5,0.55,5,13.328957766534597,normalized_sigmoid,positive_tail_sensitivity,5.0,0.10150859675493809,1.0,0.10150859675493809
polymer_probe,existing_ppa,5.5,0.55,6,14.734855363779918,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,6,14.734855363779918,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,6,14.734855363779918,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,6,14.734855363779918,normalized_sigmoid,positive_tail_sensitivity,2.0,0.0006105778572896978,1.0,0.0006105778572896978
polymer_probe,existing_ppa,5.5,0.55,6,14.734855363779918,normalized_sigmoid,primary,3.0,0.009028745884686048,1.0,0.009028745884686048
polymer_probe,existing_ppa,5.5,0.55,6,14.734855363779918,normalized_sigmoid,positive_tail_sensitivity,5.0,0.07555161154465877,1.0,0.07555161154465877
polymer_probe,existing_ppa,5.5,0.55,7,16.038605731960384,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,7,16.038605731960384,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,7,16.038605731960384,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,7,16.038605731960384,normalized_sigmoid,positive_tail_sensitivity,2.0,0.0002983907463338117,1.0,0.0002983907463338117
polymer_probe,existing_ppa,5.5,0.55,7,16.038605731960384,normalized_sigmoid,primary,3.0,0.0056107814715660505,1.0,0.0056107814715660505
polymer_probe,existing_ppa,5.5,0.55,7,16.038605731960384,normalized_sigmoid,positive_tail_sensitivity,5.0,0.05727170691657779,1.0,0.05727170691657779
polymer_probe,existing_ppa,5.5,0.55,8,17.260850153728516,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,8,17.260850153728516,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,8,17.260850153728516,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,8,17.260850153728516,normalized_sigmoid,positive_tail_sensitivity,2.0,0.00015248869244530852,1.0,0.00015248869244530852
polymer_probe,existing_ppa,5.5,0.55,8,17.260850153728516,normalized_sigmoid,primary,3.0,0.0035898552756915706,1.0,0.0035898552756915706
polymer_probe,existing_ppa,5.5,0.55,8,17.260850153728516,normalized_sigmoid,positive_tail_sensitivity,5.0,0.04408057622474076,1.0,0.04408057622474076
polymer_probe,existing_ppa,5.5,0.55,9,18.416032371559425,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,9,18.416032371559425,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,9,18.416032371559425,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,9,18.416032371559425,normalized_sigmoid,positive_tail_sensitivity,2.0,8.084854402261557e-05,1.0,8.084854402261557e-05
polymer_probe,existing_ppa,5.5,0.55,9,18.416032371559425,normalized_sigmoid,primary,3.0,0.002353018018220011,1.0,0.002353018018220011
polymer_probe,existing_ppa,5.5,0.55,9,18.416032371559425,normalized_sigmoid,positive_tail_sensitivity,5.0,0.03436892239998798,1.0,0.03436892239998798
polymer_probe,existing_ppa,5.5,0.55,10,19.51473640784665,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,10,19.51473640784665,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,10,19.51473640784665,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,10,19.51473640784665,normalized_sigmoid,positive_tail_sensitivity,2.0,4.4215305911800505e-05,1.0,4.4215305911800505e-05
polymer_probe,existing_ppa,5.5,0.55,10,19.51473640784665,normalized_sigmoid,primary,3.0,0.0015741865254925624,1.0,0.0015741865254925624
polymer_probe,existing_ppa,5.5,0.55,10,19.51473640784665,normalized_sigmoid,positive_tail_sensitivity,5.0,0.02709733345448438,1.0,0.02709733345448438
polymer_probe,existing_ppa,5.5,0.55,20,28.571246434877605,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,20,28.571246434877605,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,20,28.571246434877605,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,20,28.571246434877605,normalized_sigmoid,positive_tail_sensitivity,2.0,3.0553112231060704e-07,1.0,3.0553112231060704e-07
polymer_probe,existing_ppa,5.5,0.55,20,28.571246434877605,normalized_sigmoid,primary,3.0,5.7152417097551956e-05,1.0,5.7152417097551956e-05
polymer_probe,existing_ppa,5.5,0.55,20,28.571246434877605,normalized_sigmoid,positive_tail_sensitivity,5.0,0.0037482239035303497,1.0,0.0037482239035303497
polymer_probe,existing_ppa,5.5,0.55,25,32.30202093492053,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,25,32.30202093492053,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,25,32.30202093492053,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,25,32.30202093492053,normalized_sigmoid,positive_tail_sensitivity,2.0,3.9358596907286866e-08,1.0,3.9358596907286866e-08
polymer_probe,existing_ppa,5.5,0.55,25,32.30202093492053,normalized_sigmoid,primary,3.0,1.4578065949056722e-05,1.0,1.4578065949056722e-05
polymer_probe,existing_ppa,5.5,0.55,25,32.30202093492053,normalized_sigmoid,positive_tail_sensitivity,5.0,0.001653007216631597,1.0,0.001653007216631597
polymer_probe,existing_ppa,5.5,0.55,30,35.70913906178514,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,30,35.70913906178514,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,30,35.70913906178514,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,30,35.70913906178514,normalized_sigmoid,positive_tail_sensitivity,2.0,6.0566904404640185e-09,1.0,6.0566904404640185e-09
polymer_probe,existing_ppa,5.5,0.55,30,35.70913906178514,normalized_sigmoid,primary,3.0,4.186322436242622e-06,1.0,4.186322436242622e-06
polymer_probe,existing_ppa,5.5,0.55,30,35.70913906178514,normalized_sigmoid,positive_tail_sensitivity,5.0,0.0007822440230449172,1.0,0.0007822440230449172
polymer_probe,existing_ppa,5.5,0.55,31,36.358974131470056,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,31,36.358974131470056,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,31,36.358974131470056,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,31,36.358974131470056,normalized_sigmoid,positive_tail_sensitivity,2.0,4.238481733042488e-09,1.0,4.238481733042488e-09
polymer_probe,existing_ppa,5.5,0.55,31,36.358974131470056,normalized_sigmoid,primary,3.0,3.2997635924060276e-06,1.0,3.2997635924060276e-06
polymer_probe,existing_ppa,5.5,0.55,31,36.358974131470056,normalized_sigmoid,positive_tail_sensitivity,5.0,0.0006781953860808661,1.0,0.0006781953860808661
polymer_probe,existing_ppa,5.5,0.55,100,69.24089764867921,historical_sine_pi_cleanup,historical_reference_only,2.0,0.0,0.9207354924039483,0.0
polymer_probe,existing_ppa,5.5,0.55,100,69.24089764867921,historical_sine_pi_cleanup,historical_reference_only,3.0,0.0,0.9987474933020273,0.0
polymer_probe,existing_ppa,5.5,0.55,100,69.24089764867921,historical_sine_pi_cleanup,historical_reference_only,5.0,0.0,1.0,0.0
polymer_probe,existing_ppa,5.5,0.55,100,69.24089764867921,normalized_sigmoid,positive_tail_sensitivity,2.0,6.065659310053609e-17,1.0,6.065659310053609e-17
polymer_probe,existing_ppa,5.5,0.55,100,69.24089764867921,normalized_sigmoid,primary,3.0,1.945040614612922e-11,1.0,1.945040614612922e-11
polymer_probe,existing_ppa,5.5,0.55,100,69.24089764867921,normalized_sigmoid,positive_tail_sensitivity,5.0,4.940479431710833e-07,1.0,4.940479431710833e-07
