pmid,eligibility_reason,affected,unaffected,female_affected,female_unaffected
33773534,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
33804295,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
33810291,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
33854152,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
33868589,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
33888336,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
33891299,unresolved_source_sex_germline_or_breast_endpoint,18.0,0.0,0.0,0.0
33893315,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
33918338,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
33954070,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
33996534,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
34011307,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
34034685,unresolved_source_sex_germline_or_breast_endpoint,5.0,0.0,0.0,0.0
34048828,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
34063308,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
34118472,unresolved_source_sex_germline_or_breast_endpoint,2.0,2.0,0.0,0.0
34123730,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
34130653,unresolved_source_sex_germline_or_breast_endpoint,5.0,0.0,0.0,0.0
34178674,unresolved_source_sex_germline_or_breast_endpoint,8.0,0.0,0.0,0.0
34203389,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
34218100,unresolved_source_sex_germline_or_breast_endpoint,20.0,0.0,0.0,0.0
34234458,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
34271787,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
34287479,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
34287743,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
34290354,unresolved_source_sex_germline_or_breast_endpoint,12.0,0.0,0.0,0.0
34296289,unresolved_source_sex_germline_or_breast_endpoint,17.0,3.0,0.0,0.0
34367235,unresolved_source_sex_germline_or_breast_endpoint,4.0,2.0,0.0,0.0
34398592,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
34425813,unresolved_source_sex_germline_or_breast_endpoint,2.0,1.0,0.0,0.0
34445631,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
34454393,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
34456966,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
34461861,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
34490083,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
34500047,unresolved_source_sex_germline_or_breast_endpoint,5.0,0.0,0.0,0.0
34504103,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
34548921,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
34567246,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
34570441,unresolved_source_sex_germline_or_breast_endpoint,5.0,4.0,0.0,0.0
34572741,unresolved_source_sex_germline_or_breast_endpoint,12.0,0.0,0.0,0.0
34575694,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
34601666,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
34608183,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
34646395,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
34660253,unresolved_source_sex_germline_or_breast_endpoint,5.0,0.0,0.0,0.0
34703979,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
34717758,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
34721658,unresolved_source_sex_germline_or_breast_endpoint,8.0,0.0,0.0,0.0
34745997,unresolved_source_sex_germline_or_breast_endpoint,5.0,0.0,0.0,0.0
34801929,unresolved_source_sex_germline_or_breast_endpoint,1.0,1.0,0.0,0.0
34887416,unresolved_source_sex_germline_or_breast_endpoint,10.0,1.0,0.0,0.0
34983974,unresolved_source_sex_germline_or_breast_endpoint,11.0,16.0,0.0,0.0
35039564,unresolved_source_sex_germline_or_breast_endpoint,7.0,0.0,0.0,0.0
35082620,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
35115620,unresolved_source_sex_germline_or_breast_endpoint,2.0,1.0,0.0,0.0
35116780,unresolved_source_sex_germline_or_breast_endpoint,32.0,25.0,0.0,0.0
35116935,unresolved_source_sex_germline_or_breast_endpoint,13.0,0.0,0.0,0.0
35127508,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
35155181,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
35257510,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
35264596,unresolved_source_sex_germline_or_breast_endpoint,20.0,0.0,0.0,0.0
35324529,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
35353237,unresolved_source_sex_germline_or_breast_endpoint,5.0,0.0,0.0,0.0
35356428,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
35382848,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
35409996,unresolved_source_sex_germline_or_breast_endpoint,17.0,6.0,0.0,0.0
35411189,unresolved_source_sex_germline_or_breast_endpoint,18.0,0.0,0.0,0.0
35413318,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
35463374,unresolved_source_sex_germline_or_breast_endpoint,30.0,0.0,0.0,0.0
35475284,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
35534218,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
35568803,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
35595798,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
35641219,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
35641994,unresolved_source_sex_germline_or_breast_endpoint,8.0,2.0,0.0,0.0
35686104,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
35710434,unresolved_source_sex_germline_or_breast_endpoint,8.0,0.0,0.0,0.0
35761208,unresolved_source_sex_germline_or_breast_endpoint,0.0,1.0,0.0,0.0
35778884,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
35805063,unresolved_source_sex_germline_or_breast_endpoint,12.0,0.0,0.0,0.0
35858847,unresolved_source_sex_germline_or_breast_endpoint,25.0,0.0,0.0,0.0
35875117,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
35886069,unresolved_source_sex_germline_or_breast_endpoint,5.0,0.0,0.0,0.0
35908255,unresolved_source_sex_germline_or_breast_endpoint,12.0,0.0,0.0,0.0
35914747,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
35918668,unresolved_source_sex_germline_or_breast_endpoint,23.0,0.0,0.0,0.0
35957908,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
35986351,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
35995947,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
36003761,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
36011273,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
36119527,unresolved_source_sex_germline_or_breast_endpoint,7.0,0.0,0.0,0.0
36132150,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
36232564,unresolved_source_sex_germline_or_breast_endpoint,13.0,0.0,0.0,0.0
36232793,unresolved_source_sex_germline_or_breast_endpoint,4.0,1.0,0.0,0.0
36324133,unresolved_source_sex_germline_or_breast_endpoint,12.0,0.0,0.0,0.0
36344544,unresolved_source_sex_germline_or_breast_endpoint,18.0,0.0,0.0,0.0
36385461,unresolved_source_sex_germline_or_breast_endpoint,484.0,0.0,0.0,0.0
36405946,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
36523391,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
36530474,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
36537080,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
36551643,unresolved_source_sex_germline_or_breast_endpoint,14.0,0.0,0.0,0.0
36555431,unresolved_source_sex_germline_or_breast_endpoint,9.0,0.0,0.0,0.0
36561320,unresolved_source_sex_germline_or_breast_endpoint,74.0,0.0,0.0,0.0
36568162,unresolved_source_sex_germline_or_breast_endpoint,15.0,0.0,0.0,0.0
36577523,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
36604691,unresolved_source_sex_germline_or_breast_endpoint,18.0,0.0,0.0,0.0
36672847,unresolved_source_sex_germline_or_breast_endpoint,25.0,0.0,0.0,0.0
36717774,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
36881271,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
36964191,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
36969007,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
36980780,unresolved_source_sex_germline_or_breast_endpoint,16.0,0.0,0.0,0.0
36999648,unresolved_source_sex_germline_or_breast_endpoint,9.0,0.0,0.0,0.0
37002323,unresolved_source_sex_germline_or_breast_endpoint,0.0,5.0,0.0,0.0
37002487,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
37055759,unresolved_source_sex_germline_or_breast_endpoint,14.0,0.0,0.0,0.0
37096751,unresolved_source_sex_germline_or_breast_endpoint,24.0,0.0,0.0,0.0
37116400,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
37129948,unresolved_source_sex_germline_or_breast_endpoint,8.0,0.0,0.0,0.0
37160413,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
37179432,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
37182128,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
37239058,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
37277882,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
37306523,unresolved_source_sex_germline_or_breast_endpoint,8.0,0.0,0.0,0.0
37347260,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
37361368,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
37361653,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
37377792,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
37560344,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
37664050,unresolved_source_sex_germline_or_breast_endpoint,35.0,0.0,0.0,0.0
37706056,unresolved_source_sex_germline_or_breast_endpoint,5.0,0.0,0.0,0.0
37719058,female_Kenya_saliva_breast_cases,3.0,0.0,3.0,0.0
37723522,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
37731153,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
37743480,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
37761810,unresolved_source_sex_germline_or_breast_endpoint,2.0,2.0,0.0,0.0
37790698,unresolved_source_sex_germline_or_breast_endpoint,18.0,1.0,0.0,0.0
37791908,unresolved_source_sex_germline_or_breast_endpoint,14.0,0.0,0.0,0.0
37809048,unresolved_source_sex_germline_or_breast_endpoint,7.0,0.0,0.0,0.0
37813891,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
37816281,female_breast_patient_PBMC_not_cell_count,2.0,0.0,2.0,0.0
37851290,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
37895014,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
37956396,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
37982886,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
37991089,unresolved_source_sex_germline_or_breast_endpoint,1.0,1.0,0.0,0.0
38010394,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
38157332,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38179550,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38219492,unresolved_source_sex_germline_or_breast_endpoint,17.0,0.0,0.0,0.0
38229073,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38244928,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38246184,unresolved_source_sex_germline_or_breast_endpoint,12.0,0.0,0.0,0.0
38298632,unresolved_source_sex_germline_or_breast_endpoint,17.0,0.0,0.0,0.0
38300310,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
38323364,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38355834,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38369186,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38370791,unresolved_source_sex_germline_or_breast_endpoint,0.0,1.0,0.0,0.0
38379091,unresolved_source_sex_germline_or_breast_endpoint,3.0,1.0,0.0,0.0
38413718,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38455501,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38520597,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
38527014,unresolved_source_sex_germline_or_breast_endpoint,8.0,0.0,0.0,0.0
38537553,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
38630906,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
38646498,unresolved_source_sex_germline_or_breast_endpoint,2.0,1.0,0.0,0.0
38652475,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38707742,unresolved_source_sex_germline_or_breast_endpoint,16.0,0.0,0.0,0.0
38715777,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38734904,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38773604,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
38785549,unresolved_source_sex_germline_or_breast_endpoint,4.0,7.0,0.0,0.0
38799106,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38799565,unresolved_source_sex_germline_or_breast_endpoint,2.0,6.0,0.0,0.0
38814507,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
38863777,female_Kurdish_blood_breast_cases,181.0,0.0,181.0,0.0
38890714,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
38912178,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
38914840,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
38927659,unresolved_source_sex_germline_or_breast_endpoint,7.0,0.0,0.0,0.0
38929805,unresolved_source_sex_germline_or_breast_endpoint,6.0,1.0,0.0,0.0
38974244,unresolved_source_sex_germline_or_breast_endpoint,23.0,2.0,0.0,0.0
39001430,unresolved_source_sex_germline_or_breast_endpoint,11.0,0.0,0.0,0.0
39003306,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
39061189,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
39062721,unresolved_source_sex_germline_or_breast_endpoint,36.0,0.0,0.0,0.0
39080120,unresolved_source_sex_germline_or_breast_endpoint,11.0,0.0,0.0,0.0
39085400,unresolved_source_sex_germline_or_breast_endpoint,10.0,0.0,0.0,0.0
39138315,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
39148954,unresolved_source_sex_germline_or_breast_endpoint,4.0,1.0,0.0,0.0
39187384,unresolved_source_sex_germline_or_breast_endpoint,7.0,0.0,0.0,0.0
39191493,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
39226054,unresolved_source_sex_germline_or_breast_endpoint,7.0,0.0,0.0,0.0
39256447,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
39335746,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
39392573,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
39398917,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
39400928,unresolved_source_sex_germline_or_breast_endpoint,7.0,1.0,0.0,0.0
39438716,unresolved_source_sex_germline_or_breast_endpoint,9.0,7.0,0.0,0.0
39452541,unresolved_source_sex_germline_or_breast_endpoint,1.0,2.0,0.0,0.0
39468117,unresolved_source_sex_germline_or_breast_endpoint,4.0,0.0,0.0,0.0
39513675,unresolved_source_sex_germline_or_breast_endpoint,13.0,0.0,0.0,0.0
39529767,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
39554377,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
39567747,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
39590384,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
39624521,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
39684352,unresolved_source_sex_germline_or_breast_endpoint,24.0,1.0,0.0,0.0
39702187,unresolved_source_sex_germline_or_breast_endpoint,1.0,3.0,0.0,0.0
39710803,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
39720644,unresolved_source_sex_germline_or_breast_endpoint,10.0,1.0,0.0,0.0
39796670,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
39831988,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
39844043,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
39889220,unresolved_source_sex_germline_or_breast_endpoint,26.0,0.0,0.0,0.0
39964682,unresolved_source_sex_germline_or_breast_endpoint,5.0,0.0,0.0,0.0
40009290,unresolved_source_sex_germline_or_breast_endpoint,6.0,1.0,0.0,0.0
40035318,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
40065011,unresolved_source_sex_germline_or_breast_endpoint,33.0,3.0,0.0,0.0
40090122,unresolved_source_sex_germline_or_breast_endpoint,7.0,0.0,0.0,0.0
40155245,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
40182045,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
40205657,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
40211798,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
40257527,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
40259910,unresolved_source_sex_germline_or_breast_endpoint,5.0,0.0,0.0,0.0
40361347,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
40392379,unresolved_source_sex_germline_or_breast_endpoint,5.0,0.0,0.0,0.0
40510334,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
40531958,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
40547808,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
40563065,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
40601170,unresolved_source_sex_germline_or_breast_endpoint,1.0,2.0,0.0,0.0
40612353,unresolved_source_sex_germline_or_breast_endpoint,2.0,1.0,0.0,0.0
40664060,unresolved_source_sex_germline_or_breast_endpoint,6.0,0.0,0.0,0.0
40681599,unresolved_source_sex_germline_or_breast_endpoint,22.0,0.0,0.0,0.0
40688164,unresolved_source_sex_germline_or_breast_endpoint,9.0,0.0,0.0,0.0
40710012,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
40714512,unresolved_source_sex_germline_or_breast_endpoint,5.0,0.0,0.0,0.0
40851390,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
40877840,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
41021136,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
41088366,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
41163992,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
41349144,unresolved_source_sex_germline_or_breast_endpoint,31.0,23.0,0.0,0.0
41372292,unresolved_source_sex_germline_or_breast_endpoint,9.0,0.0,0.0,0.0
41547905,unresolved_source_sex_germline_or_breast_endpoint,14.0,0.0,0.0,0.0
41621779,unresolved_source_sex_germline_or_breast_endpoint,1.0,0.0,0.0,0.0
41660923,unresolved_source_sex_germline_or_breast_endpoint,3.0,0.0,0.0,0.0
41669295,unresolved_source_sex_germline_or_breast_endpoint,7.0,0.0,0.0,0.0
41676859,unresolved_source_sex_germline_or_breast_endpoint,2.0,0.0,0.0,0.0
