gene,dimension,stratum,variants,posterior_median,below_0_10,at_or_above_0_50,at_or_above_0_90,gnomad_zero,gnomad_positive,gnomad_count_sum,affected_sum,literature_carrier_sum,literature_n_median,n_one,affected_one_n_one,n_at_most_5,literature_n_at_most_5,all_literature_carriers_affected,zero_affected,truncating,missing_alphamissense,clinvar_none,prior_median,prior_weight_median,posterior_interval_width_median
HNF1A,is_truncating,False,163,0.8217352761001502,38,100,35,100,63,179606.0,556.0,633.0,1.0,61,60,115,141,142,4,0,18,59,0.8462599264045023,0.8333333333333334,0.31122808896362875
HNF1A,is_truncating,True,70,0.844157532424938,0,69,2,67,3,4.0,205.0,243.0,1.0,40,40,62,62,63,0,70,70,56,0.8286423361924622,0.9090909090909091,0.39622800882315573
HNF1A,feature_status,truncating=False;alphamissense_missing=False,145,0.6825848602804604,38,82,17,82,63,179606.0,527.0,604.0,2.0,47,46,98,124,124,4,0,0,42,0.74271604309945,0.7692307692307693,0.3254382167749277
HNF1A,feature_status,truncating=False;alphamissense_missing=True,18,0.9522963275633987,0,18,18,18,0,0.0,29.0,29.0,1.0,14,14,17,17,18,0,0,18,17,0.9471708370899312,0.9090909090909091,0.2412090816086611
HNF1A,feature_status,truncating=True;alphamissense_missing=True,70,0.844157532424938,0,69,2,67,3,4.0,205.0,243.0,1.0,40,40,62,62,63,0,70,70,56,0.8286423361924622,0.9090909090909091,0.39622800882315573
GCK,band,all,391,0.9352234851412432,6,342,243,344,47,1067.0,923.0,1005.0,1.0,185,185,345,355,350,4,89,136,195,0.9281096466770936,0.8333333333333334,0.25537860778857113
GCK,band,below_0_10,6,0.05178726266700655,6,0,0,0,6,985.0,5.0,8.0,1.0,0,0,2,6,3,3,0,0,1,0.07361222464520076,0.4777777777777778,0.18738226247831735
GCK,band,mode_0_09_to_0_11_inclusive,1,0.0989964218928259,1,0,0,0,1,26.0,1.0,1.0,1.0,0,0,0,1,1,0,0,0,0,0.270085159708015,0.2702702702702703,0.1838881129942798
GCK,band,mode_0_30_to_0_36_inclusive,8,0.3325340044360857,0,0,0,8,0,0.0,12.0,14.0,1.5,4,4,8,8,7,0,0,0,4,0.2615687194817615,0.8712121212121212,0.5055675191424747
GCK,band,at_or_above_0_90,243,0.9484982686661322,0,243,243,240,3,3.0,529.0,531.0,1.0,146,146,225,225,241,0,83,128,148,0.943799143650952,0.9090909090909091,0.233105850775705
GCK,band,clinvar_none_at_or_above_0_90,148,0.9495329274006234,0,148,148,148,0,0.0,253.0,254.0,1.0,101,101,143,143,147,0,66,110,148,0.943799143650952,0.9090909090909091,0.2276319977646935
GCK,band,below_0_10_gnomad_zero,0,,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,
GCK,band,mode_0_09_to_0_11_n_one,0,,0,0,0,0,0,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,
GCK,band,mode_0_30_to_0_36_n_one,4,0.34199630808717096,0,0,0,4,0,0.0,4.0,4.0,1.0,4,4,4,4,4,0,0,0,2,0.2753673048188991,0.9090909090909091,0.5168097416920091
GCK,band,gnomad_zero,344,0.9376993409013281,0,314,240,344,0,0.0,746.0,786.0,1.0,185,185,318,318,317,0,88,135,192,0.9303001677547305,0.9090909090909091,0.24595872618088205
GCK,band,gnomad_positive,47,0.6849672492420018,6,28,3,0,47,1067.0,177.0,219.0,2.0,0,0,27,37,33,4,1,1,3,0.7658150965492335,0.6666666666666666,0.3586128678508253
GCK,band,n_one,185,0.9382323287613148,0,167,146,185,0,0.0,185.0,185.0,1.0,185,185,185,185,185,0,58,84,119,0.931948782414826,0.9090909090909091,0.2527519892034392
GCK,band,literature_n_at_least_10,16,0.8965702048277848,0,15,7,10,6,16.0,192.0,233.0,12.0,0,0,0,0,6,0,2,3,2,0.9055007278388509,0.45454545454545453,0.23291931976225633
GCK,band,literature_has_unaffected,41,0.7868388031950596,3,31,2,27,14,47.0,178.0,260.0,4.0,0,0,22,28,0,4,5,8,13,0.8745639314293224,0.7142857142857143,0.35315912510085046
GCK,clinvar_simple,B/LB,4,0.048909954277662704,3,1,0,0,4,949.0,3.0,6.0,1.0,0,0,1,4,1,3,0,0,0,0.07361222464520076,0.5902777777777778,0.19466719293001786
GCK,clinvar_simple,Conflicting,4,0.8101979082974662,0,3,2,3,1,1.0,12.0,16.0,4.0,1,1,2,2,3,0,0,0,0,0.8827822790648208,0.6971153846153846,0.341856987172886
GCK,clinvar_simple,P/LP,154,0.9142525073318786,0,138,84,130,24,37.0,522.0,577.0,2.0,55,55,124,126,132,0,18,19,0,0.9196958722920584,0.8333333333333334,0.2675551438972539
GCK,clinvar_simple,VUS,34,0.7541585504262593,2,20,9,19,15,76.0,54.0,57.0,1.0,10,10,29,34,32,0,0,0,0,0.7104894180340803,0.8333333333333334,0.36686191942038615
GCK,clinvar_simple,none,195,0.948501305848501,1,180,148,192,3,4.0,332.0,349.0,1.0,119,119,189,189,182,1,71,117,195,0.943799143650952,0.9090909090909091,0.23459130833234265
GCK,vclass,frameshift,29,0.9489520658740952,0,29,28,29,0,0.0,41.0,45.0,1.0,23,23,28,28,28,0,29,29,29,0.943799143650952,0.9090909090909091,0.23393377944343374
GCK,vclass,indel_cdna,6,0.9653448493048837,0,6,6,6,0,0.0,6.0,6.0,1.0,6,6,6,6,6,0,0,6,6,0.961710047716498,0.9090909090909091,0.20134836239352027
GCK,vclass,inframe_indel,18,0.9678787484684639,0,18,18,18,0,0.0,54.0,54.0,2.0,6,6,15,15,18,0,0,18,18,0.961710047716498,0.8333333333333334,0.18288534177054894
GCK,vclass,missense,268,0.8899066617571952,6,219,127,222,46,1066.0,693.0,767.0,2.0,111,111,229,239,232,4,0,16,93,0.9025895511885951,0.8333333333333334,0.2918261984681552
GCK,vclass,nonsense,28,0.9516510741992266,0,28,27,27,1,1.0,68.0,68.0,1.5,13,13,26,26,28,0,28,28,10,0.943799143650952,0.8333333333333334,0.2246220441471221
GCK,vclass,splice,32,0.9494255145845918,0,32,28,32,0,0.0,45.0,49.0,1.0,22,22,31,31,28,0,32,32,32,0.943799143650952,0.9090909090909091,0.232308501494568
GCK,vclass,substitution_cdna,10,0.9654088056026539,0,10,9,10,0,0.0,16.0,16.0,2.0,4,4,10,10,10,0,0,7,7,0.961710047716498,0.8333333333333334,0.19821122969705524
GCK,is_truncating,False,302,0.9111808635731204,6,253,160,256,46,1066.0,769.0,843.0,2.0,127,127,260,270,266,4,0,47,124,0.9160136753022416,0.8333333333333334,0.27325944573339356
GCK,is_truncating,True,89,0.9494318667321467,0,89,83,88,1,1.0,154.0,162.0,1.0,58,58,85,85,84,0,89,89,71,0.943799143650952,0.9090909090909091,0.23220541449843968
GCK,feature_status,truncating=False;alphamissense_missing=False,255,0.881915322427735,6,206,115,209,46,1066.0,678.0,749.0,2.0,101,101,216,226,222,4,0,0,78,0.896166306562468,0.8333333333333334,0.2995099868773913
GCK,feature_status,truncating=False;alphamissense_missing=True,47,0.9655243209364232,0,47,45,47,0,0.0,91.0,94.0,1.0,26,26,44,44,44,0,0,47,46,0.961710047716498,0.9090909090909091,0.19655379852404387
GCK,feature_status,truncating=True;alphamissense_missing=True,89,0.9494318667321467,0,89,83,88,1,1.0,154.0,162.0,1.0,58,58,85,85,84,0,89,89,71,0.943799143650952,0.9090909090909091,0.23220541449843968
