run_id,score_lane,gene,pmid,tp,fp,fn,phenotype_capture,phenotype_abs_error,phenotype_supplied_fields,phenotype_positive_supplied_fields,phenotype_wrong_supplied_fields,carriers_asserted,carriers_supplied,carriers_supplied_exact,carriers_wrong_supplied,carriers_abs_error,carriers_missing_positive_fields,carriers_missing_gold_zero_fields,carriers_overcount_units,carriers_supplied_undercount_units,carriers_identity_miss_error,carriers_abstained_error,carriers_supplied_error,affected_asserted,affected_supplied,affected_supplied_exact,affected_wrong_supplied,affected_abs_error,affected_missing_positive_fields,affected_missing_gold_zero_fields,affected_overcount_units,affected_supplied_undercount_units,affected_identity_miss_error,affected_abstained_error,affected_supplied_error,unaffected_asserted,unaffected_supplied,unaffected_supplied_exact,unaffected_wrong_supplied,unaffected_abs_error,unaffected_missing_positive_fields,unaffected_missing_gold_zero_fields,unaffected_overcount_units,unaffected_supplied_undercount_units,unaffected_identity_miss_error,unaffected_abstained_error,unaffected_supplied_error
20260903_protocol_cont120_01_candidate,paper-derived primary,SCN5A,27243970,1,0,0,all_na,0,0,0,0,1,1,0,1,3,0,0,3,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_cont120_01_candidate,paper-derived primary,SCN5A,27401036,0,0,1,all_na,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_cont120_01_candidate,paper-derived primary,SCN5A,27707468,7,0,0,partial,0,7,7,0,7,7,7,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0
20260903_protocol_cont120_01_candidate,paper-derived primary,SCN5A,28491738,1,0,0,all_supplied,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
20260903_protocol_cont120_01_candidate,paper-derived primary,SCN5A,29514831,4,0,0,all_na,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0
20260903_protocol_cont120_01_candidate,paper-derived primary,SCN5A,8917568,2,0,1,all_na,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,KCNH2,15466642,2,1,0,partial,0,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,KCNH2,15851119,4,9,0,partial,0,4,4,0,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,KCNH2,22067087,1,0,0,partial,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,KCNH2,23936059,2,0,0,all_na,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,KCNH2,28491588,2,1,0,all_na,0,0,0,0,2,2,0,2,5,0,0,5,0,0,0,5,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,KCNH2,29881912,1,0,0,all_na,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,KCNQ1,12710526,1,0,0,all_na,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,KCNQ1,21138517,1,0,0,partial,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,KCNQ1,23092362,3,0,0,all_na,0,0,0,0,3,0,0,0,26,3,0,0,0,0,26,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,RYR2,15466642,8,0,0,partial,0,8,8,0,8,8,8,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,RYR2,26230511,2,0,0,partial,0,3,2,0,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,SCN5A,14654377,1,1,0,all_na,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,SCN5A,19272188,1,2,0,partial,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,SCN5A,23283979,2,2,0,all_na,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,SCN5A,23349452,1,2,0,partial,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed01_candidate,paper-derived primary,SCN5A,23414114,1,21,0,all_na,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed02_candidate,paper-derived primary,KCNH2,29752375,8,1,0,all_na,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0
20260903_protocol_mixed02_candidate,paper-derived primary,KCNQ1,20421371,7,15,0,all_na,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0
20260903_protocol_mixed02_candidate,paper-derived primary,RYR2,21652165,1,0,0,partial,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed02_candidate,paper-derived primary,RYR2,29544605,12,0,0,partial,0,12,12,0,12,12,12,0,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,0
20260903_protocol_mixed02_candidate,paper-derived primary,SCN5A,10200053,1,0,0,all_supplied,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
20260903_protocol_mixed02_candidate,paper-derived primary,SCN5A,18242854,1,0,0,all_na,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed02_candidate,paper-derived primary,SCN5A,20395683,1,0,0,partial,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed02_candidate,paper-derived primary,SCN5A,22835975,1,0,0,all_na,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed02_candidate,paper-derived primary,SCN5A,23168001,1,1,0,partial,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
20260903_protocol_mixed02_candidate,paper-derived primary,SCN5A,28815794,1,0,0,all_supplied,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
20260903_protocol_mixed02_candidate,paper-derived primary,SCN5A,29544605,6,0,0,partial,0,6,6,0,6,6,6,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0
